shared-library,"/System/Library/PrivateFrameworks/FaceCore.framework/Versions/A/FaceCore",0x7fff9222ca90,0x7fff92283ff0
shared-library,"/System/Library/PrivateFrameworks/Ubiquity.framework/Versions/A/Ubiquity",0x7fff8f524450,0x7fff8f5376d8
shared-library,"/System/Library/PrivateFrameworks/Sharing.framework/Versions/A/Sharing",0x7fff92f9de90,0x7fff92fb6a59
shared-library,"/System/Library/PrivateFrameworks/IconServices.framework/Versions/A/IconServices",0x7fff941177b0,0x7fff9412dcfd
shared-library,"/System/Library/PrivateFrameworks/ChunkingLibrary.framework/Versions/A/ChunkingLibrary",0x7fff8aad3cd0,0x7fff8aaf0ce0
shared-library,"/System/Library/PrivateFrameworks/Apple80211.framework/Versions/A/Apple80211",0x7fff92b668e0,0x7fff92b833f6
shared-library,"/System/Library/Frameworks/CoreWLAN.framework/Versions/A/CoreWLAN",0x7fff8ed91b50,0x7fff8ede72ad
shared-library,"/System/Library/Frameworks/IOBluetooth.framework/Versions/A/IOBluetooth",0x7fff8c3b7180,0x7fff8c42e8ce
shared-library,"/System/Library/PrivateFrameworks/CoreWiFi.framework/Versions/A/CoreWiFi",0x7fff8ed1d400,0x7fff8ed6dd48
shared-library,"/System/Library/Frameworks/AudioUnit.framework/Versions/A/AudioUnit",0x7fff8ba19bf5,0x7fff8ba19cd6
shared-library,"/System/Library/Frameworks/CoreBluetooth.framework/Versions/A/CoreBluetooth",0x7fff9447d910,0x7fff9448acc0
shared-library,"/System/Library/PrivateFrameworks/SpeechRecognitionCore.framework/Versions/A/SpeechRecognitionCore",0x7fff89cf7c10,0x7fff89d02613
profiler,"begin",1
code-creation,Stub,0x2fe27f006000,338,"JSEntryStub"
code-creation,Stub,0x2fe27f006160,338,"JSConstructEntryStub"
code-creation,Stub,0x2fe27f0062c0,698,"CEntryStub"
code-creation,Stub,0x2fe27f006580,1049,"CEntryStub"
code-creation,Stub,0x2fe27f0069a0,162,"StoreBufferOverflowStub"
code-creation,Stub,0x2fe27f006a60,382,"StoreBufferOverflowStub"
code-creation,Stub,0x2fe27f006be0,1727,"RecordWriteStub"
code-creation,Stub,0x2fe27f0072a0,1720,"RecordWriteStub"
code-creation,Stub,0x2fe27f007960,760,"RecordWriteStub"
